a 1.5353535353535352 1.5353535353535352
b 1.4339622641509433 1.4339622641509433
c 1.6344086021505377 1.6344086021505377
d 1.4339622641509433 1.4339622641509433
e 1.5510204081632653 1.5510204081632653
f 2.4516129032258065 2.4516129032258065
g 1.4339622641509433 1.4339622641509433
h 1.4074074074074074 1.4074074074074074
i 2.8679245283018866 2.8679245283018866
j 2.8679245283018866 2.8679245283018866
k 1.4901960784313726 1.4901960784313726
l 2.814814814814815 2.814814814814815
m 0.95 0.95
n 1.4074074074074074 1.4074074074074074
o 1.52 1.52
p 1.4205607476635513 1.4205607476635513
q 1.4339622641509433 1.4339622641509433
r 1.9 1.9
s 1.7882352941176471 1.7882352941176471
t 2.235294117647059 2.235294117647059
u 1.4205607476635513 1.4205607476635513
v 1.6 1.6
w 1.062937062937063 1.062937062937063
x 1.6170212765957446 1.6170212765957446
y 1.6 1.6
z 1.7471264367816093 1.7471264367816093
A 1.2666666666666666 1.2666666666666666
B 1.2357723577235773 1.2357723577235773
C 1.1968503937007875 1.1968503937007875
D 1.125925925925926 1.125925925925926
E 1.2459016393442623 1.2459016393442623
F 1.3217391304347825 1.3217391304347825
G 1.1428571428571428 1.1428571428571428
H 1.0482758620689656 1.0482758620689656
I 2.3384615384615386 2.3384615384615386
J 2.2686567164179103 2.2686567164179103
K 1.2258064516129032 1.2258064516129032
L 1.3818181818181818 1.3818181818181818
M 0.8941176470588236 0.8941176470588236
N 1.0410958904109588 1.0410958904109588
O 1.1176470588235294 1.1176470588235294
P 1.3571428571428572 1.3571428571428572
Q 1.1176470588235294 1.1176470588235294
R 1.2063492063492063 1.2063492063492063
S 1.3333333333333333 1.3333333333333333
T 1.3571428571428572 1.3571428571428572
U 1.0857142857142856 1.0857142857142856
V 1.256198347107438 1.256198347107438
W 0.8837209302325582 0.8837209302325582
X 1.2773109243697478 1.2773109243697478
Y 1.3818181818181818 1.3818181818181818
Z 1.3103448275862069 1.3103448275862069
0 1.4339622641509433 1.4339622641509433
1 1.4205607476635513 1.4205607476635513
2 1.4339622641509433 1.4339622641509433
3 1.4339622641509433 1.4339622641509433
4 1.4339622641509433 1.4339622641509433
5 1.4339622641509433 1.4339622641509433
6 1.4339622641509433 1.4339622641509433
7 1.4339622641509433 1.4339622641509433
8 1.4339622641509433 1.4339622641509433
9 1.4339622641509433 1.4339622641509433
! 2.235294117647059 2.235294117647059
"""" 2.0 2.0
# 1.0857142857142856 1.0857142857142856
$ 1.4339622641509433 1.4339622641509433
% 0.9620253164556962 0.9620253164556962
& 1.027027027027027 1.027027027027027
' 3.3043478260869565 3.3043478260869565
( 2.3384615384615386 2.3384615384615386
) 2.3384615384615386 2.3384615384615386
* 1.8095238095238095 1.8095238095238095
+ 1.0857142857142856 1.0857142857142856
, 2.8679245283018866 2.8679245283018866
- 2.7142857142857144 2.7142857142857144
. 2.814814814814815 2.814814814814815
/ 2.7142857142857144 2.7142857142857144
: 2.7142857142857144 2.7142857142857144
; 2.6666666666666665 2.6666666666666665
< 1.0857142857142856 1.0857142857142856
= 1.0857142857142856 1.0857142857142856
> 1.0857142857142856 1.0857142857142856
? 1.7078651685393258 1.7078651685393258
@ 0.9101796407185628 0.9101796407185628
[ 2.3384615384615386 2.3384615384615386
\ 2.7142857142857144 2.7142857142857144
] 2.3384615384615386 2.3384615384615386
^ 1.0857142857142856 1.0857142857142856
_ 1.8313253012048192 1.8313253012048192
` 1.8313253012048192 1.8313253012048192
{ 1.4339622641509433 1.4339622641509433
| 2.7636363636363637 2.981818181818182
} 1.4339622641509433 1.4339622641509433
~ 1.0857142857142856 1.0857142857142856
" " 2.8679245283018866 0
